id_osm_radar,limite_velocidade,limite_velocidade_pesados,geometry
5596977225,50,NA,"c(-46.654396, -23.5371295)"
5597185995,60,50,"c(-46.7113284, -23.5573497)"
5597185996,60,50,"c(-46.7113798, -23.5574613)"
5600473940,60,NA,"c(-46.6584039, -23.6139483)"
5600647357,60,NA,"c(-46.5795804, -23.6082674)"
5600647358,50,NA,"c(-46.5816507, -23.611491)"
5602731098,50,NA,"c(-46.5294421, -23.5701981)"
5602731104,50,NA,"c(-46.5297638, -23.5703669)"
5603006822,50,NA,"c(-46.7094754, -23.5016951)"
5603006833,50,NA,"c(-46.7064587, -23.5003563)"
5604504713,50,NA,"c(-46.6475298, -23.5470836)"
5612318804,50,NA,"c(-46.6899445, -23.5370777)"
5612319021,50,NA,"c(-46.6900814, -23.5374513)"
5612364636,40,NA,"c(-46.636698, -23.5660159)"
5615707883,50,NA,"c(-46.6910131, -23.5448845)"
5615716944,50,NA,"c(-46.6925524, -23.5452235)"
5615716945,50,NA,"c(-46.6931542, -23.5448406)"
5618302921,40,NA,"c(-46.6863719, -23.536286)"
5622547038,40,NA,"c(-46.6550153, -23.5643697)"
5625372619,60,NA,"c(-46.5619227, -23.6624631)"
5625372620,60,NA,"c(-46.561969, -23.6624084)"
5625838085,50,NA,"c(-46.6251005, -23.6285723)"
5629494785,50,NA,"c(-46.6383586, -23.6149123)"
5629494786,50,NA,"c(-46.6384141, -23.6145287)"
5630713832,50,NA,"c(-46.750563, -23.4906216)"
5630713833,40,NA,"c(-46.753113, -23.4906127)"
5632789789,40,NA,"c(-46.6649014, -23.5592734)"
5632789796,50,NA,"c(-46.6700827, -23.5595394)"
5632789797,50,NA,"c(-46.6702545, -23.559474)"
5632937732,40,NA,"c(-46.6681057, -23.5638881)"
5633337893,50,NA,"c(-46.6039141, -23.572325)"
5633337894,50,NA,"c(-46.599811, -23.5823746)"
5635581550,50,NA,"c(-46.660739, -23.5586327)"
5638403209,40,NA,"c(-46.6120948, -23.4758751)"
5638403212,50,NA,"c(-46.6170381, -23.4699693)"
5640712861,40,NA,"c(-46.8149817, -23.6523846)"
5644299033,40,NA,"c(-46.4450279, -23.5503592)"
5644299034,40,NA,"c(-46.4450886, -23.5500806)"
5644299063,50,NA,"c(-46.4471611, -23.5445468)"
5644935069,50,NA,"c(-46.5793621, -23.5991338)"
5644935072,60,NA,"c(-46.5771627, -23.600721)"
5644935073,50,NA,"c(-46.5978617, -23.5889255)"
5644935080,50,NA,"c(-46.5868034, -23.5807448)"
5649603937,40,NA,"c(-46.6684457, -23.5670341)"
5652194216,50,NA,"c(-46.6375888, -23.5561999)"
5652194217,50,NA,"c(-46.6375887, -23.5560682)"
5652194721,50,NA,"c(-46.6380228, -23.5525649)"
5658728231,60,NA,"c(-46.7840445, -23.5213563)"
5658728276,60,NA,"c(-46.78816, -23.5143504)"
5658728277,60,NA,"c(-46.7884215, -23.5142756)"
5676375979,40,NA,"c(-46.6962358, -23.5600356)"
5676375983,40,NA,"c(-46.6978933, -23.5653846)"
5678476989,60,NA,"c(-46.7735826, -23.5260116)"
5680121695,60,NA,"c(-46.7916392, -23.5270453)"
5680121713,60,NA,"c(-46.8018121, -23.5317768)"
5680526281,60,NA,"c(-46.8014862, -23.5255918)"
5680526287,60,NA,"c(-46.8027589, -23.5248685)"
5686358725,40,NA,"c(-46.8058489, -23.6205212)"
5688577021,50,NA,"c(-46.6688936, -23.5547685)"
5691291097,50,NA,"c(-46.6760872, -23.5542639)"
5691389319,50,NA,"c(-46.5398972, -23.5333816)"
5691703355,40,NA,"c(-46.6494496, -23.5647156)"
5693977760,50,NA,"c(-46.6733565, -23.479905)"
5695523822,60,NA,"c(-46.7772186, -23.523321)"
5697046473,40,NA,"c(-46.750655, -23.5080714)"
5697046474,40,NA,"c(-46.7507587, -23.508139)"
5697046503,50,NA,"c(-46.6854045, -23.4990387)"
5697046504,50,NA,"c(-46.6856474, -23.4987741)"
5699740036,40,NA,"c(-46.6377138, -23.501219)"
5709391276,50,NA,"c(-46.6766884, -23.5261354)"
5709391277,50,NA,"c(-46.6764215, -23.526045)"
5709391305,50,NA,"c(-46.6679901, -23.5296593)"
5709391306,50,NA,"c(-46.6677652, -23.5296552)"
5711434246,40,NA,"c(-46.6025712, -23.5344695)"
5711623854,40,NA,"c(-46.6419443, -23.5721341)"
5711623861,60,NA,"c(-46.6495336, -23.5809277)"
5711623862,60,NA,"c(-46.6494286, -23.5810531)"
5711623864,50,NA,"c(-46.6527079, -23.5830797)"
5715642366,50,NA,"c(-46.5672861, -23.4574597)"
5726879734,50,NA,"c(-46.5197844, -23.5146355)"
5728753671,40,NA,"c(-46.5816416, -23.5719996)"
5728753692,50,NA,"c(-46.6028545, -23.5530205)"
5732313327,60,50,"c(-46.7471144, -23.5189893)"
5734782570,50,NA,"c(-46.5063594, -23.520605)"
5737400361,50,NA,"c(-46.523521, -23.5184359)"
5737400367,50,NA,"c(-46.5257173, -23.5214674)"
5737400384,50,NA,"c(-46.5079432, -23.510671)"
5742226331,40,NA,"c(-46.6242115, -23.6182329)"
5742226332,40,NA,"c(-46.624517, -23.6181314)"
5745400782,40,NA,"c(-46.6416527, -23.4982137)"
5746147288,50,NA,"c(-46.7325059, -23.4128006)"
5747600033,60,NA,"c(-46.5371448, -23.6325687)"
5747964966,60,NA,"c(-46.5378955, -23.6317285)"
5748135384,50,NA,"c(-46.6805041, -23.5544831)"
5748135394,50,NA,"c(-46.6818305, -23.5556963)"
5749575339,50,NA,"c(-46.6522089, -23.5357597)"
5749575340,50,NA,"c(-46.6585439, -23.5320153)"
5752607368,50,NA,"c(-46.5936895, -23.6064751)"
5752607370,50,NA,"c(-46.5974465, -23.5986017)"
5758906131,40,NA,"c(-46.5010984, -23.5274897)"
5758906205,50,NA,"c(-46.4936851, -23.5355824)"
5759297634,50,NA,"c(-46.6241427, -23.579245)"
5759297640,50,NA,"c(-46.6253319, -23.5775544)"
5762422578,50,NA,"c(-46.6401416, -23.6223789)"
5768473764,50,NA,"c(-46.5268405, -23.5219756)"
5773633914,50,NA,"c(-46.5841142, -23.5933072)"
5773633915,50,NA,"c(-46.6059722, -23.6075697)"
5773633916,50,NA,"c(-46.6057887, -23.6077112)"
5773633926,50,NA,"c(-46.6255054, -23.6284776)"
5773633935,50,NA,"c(-46.6288399, -23.6254836)"
5773633936,50,NA,"c(-46.6292616, -23.6259169)"
5775565906,50,NA,"c(-46.5234756, -23.5059785)"
5779561889,50,NA,"c(-46.6680886, -23.5218285)"
5779561892,50,NA,"c(-46.667304, -23.5195462)"
5780106541,50,NA,"c(-46.6878066, -23.5156348)"
5780106542,50,NA,"c(-46.6873965, -23.5159174)"
5780106543,50,NA,"c(-46.6947526, -23.5152486)"
5780106544,50,NA,"c(-46.6955535, -23.5153984)"
5792182453,50,NA,"c(-46.6584273, -23.6003646)"
5792182454,50,NA,"c(-46.6582436, -23.6006683)"
5804445121,40,NA,"c(-46.5997429, -23.5468883)"
5809659851,60,NA,"c(-46.7728302, -23.5334344)"
5809668074,60,NA,"c(-46.7738848, -23.525935)"
5811538384,50,NA,"c(-46.6455728, -23.6104627)"
5811544310,60,NA,"c(-46.6508957, -23.5973923)"
5813175256,50,NA,"c(-46.6520939, -23.6094084)"
5813175257,50,NA,"c(-46.6521519, -23.6089946)"
5813175262,40,NA,"c(-46.6439645, -23.6039769)"
5813175263,50,NA,"c(-46.6471554, -23.6210236)"
5813175264,50,NA,"c(-46.6472484, -23.6211009)"
5816753547,50,NA,"c(-46.6858261, -23.5991095)"
5816753548,50,NA,"c(-46.6855115, -23.599401)"
5816753549,50,NA,"c(-46.68603, -23.5994538)"
5816753552,50,NA,"c(-46.6672001, -23.609017)"
5816753953,50,NA,"c(-46.67538, -23.6098366)"
5816753954,50,NA,"c(-46.6757011, -23.6096541)"
5816753955,50,NA,"c(-46.6604924, -23.6018702)"
5816753956,50,NA,"c(-46.6608986, -23.6020743)"
5823867857,80,60,"c(-46.5647966, -23.3847156)"
5824126282,80,60,"c(-46.5540981, -23.3688356)"
5879323166,50,NA,"c(-46.5790902, -23.5495583)"
5879323167,50,NA,"c(-46.5790286, -23.5491618)"
5879323168,50,NA,"c(-46.578647, -23.5496776)"
5879323169,50,NA,"c(-46.5784673, -23.5496155)"
5885883962,50,NA,"c(-46.5729801, -23.5715034)"
5885883963,50,NA,"c(-46.5736574, -23.5700018)"
5885883983,50,NA,"c(-46.5721469, -23.5791812)"
5885883984,50,NA,"c(-46.5720655, -23.579193)"
5885884185,50,NA,"c(-46.5720837, -23.5797717)"
5891912020,50,NA,"c(-46.5788089, -23.5580919)"
5891912021,40,NA,"c(-46.5810993, -23.5494643)"
5891912023,50,NA,"c(-46.5777503, -23.5842666)"
5891929644,50,NA,"c(-46.6097789, -23.5961532)"
5891929652,50,NA,"c(-46.6105732, -23.5892587)"
5895192642,40,NA,"c(-46.6123737, -23.7457851)"
5895192643,40,NA,"c(-46.61265, -23.7460171)"
5904128070,40,NA,"c(-46.7506988, -23.5459051)"
5908800467,60,NA,"c(-46.699943, -23.5725309)"
5908800468,60,50,"c(-46.7000614, -23.5722912)"
5908805478,90,60,"c(-46.6990365, -23.5749808)"
5908805479,70,60,"c(-46.6943528, -23.5935135)"
5916119658,50,NA,"c(-46.6870983, -23.5608957)"
5930293526,40,NA,"c(-46.5708715, -23.6002274)"
5930293531,40,NA,"c(-46.5722825, -23.5905028)"
5930293534,50,NA,"c(-46.575821, -23.5839123)"
5932475530,40,NA,"c(-46.6634819, -23.5416518)"
5932475548,40,NA,"c(-46.6649504, -23.5334742)"
5932475558,50,NA,"c(-46.6627951, -23.5354938)"
5932475559,50,NA,"c(-46.6619537, -23.534141)"
5976329606,40,NA,"c(-46.4826469, -23.5391742)"
5976329607,40,NA,"c(-46.4827628, -23.5393063)"
5976329613,50,NA,"c(-46.4814351, -23.5417323)"
5976329619,50,NA,"c(-46.4704499, -23.543498)"
5978934113,40,NA,"c(-46.6448405, -23.5753726)"
5981286062,40,NA,"c(-46.5345344, -23.5868024)"
5981286068,50,NA,"c(-46.534862, -23.5835806)"
5981286075,40,NA,"c(-46.5163719, -23.5871647)"
5981286076,40,NA,"c(-46.5163822, -23.5872313)"
5983831965,50,NA,"c(-46.6466335, -23.4871912)"
5983831976,50,NA,"c(-46.662026, -23.495915)"
5989754631,50,NA,"c(-46.6353422, -23.58654)"
5991129552,60,50,"c(-46.6051452, -23.5235673)"
5991359214,50,NA,"c(-46.6345482, -23.5877173)"
5996511290,60,NA,"c(-46.5839209, -23.6385952)"
5996515022,50,NA,"c(-46.579528, -23.6340696)"
5998233400,40,NA,"c(-46.7555017, -23.4066158)"
5998233401,40,NA,"c(-46.7554188, -23.406292)"
5998463212,50,NA,"c(-46.6757543, -23.5708434)"
6000984161,50,NA,"c(-46.6583853, -23.5813698)"
6000984162,50,NA,"c(-46.6619129, -23.5803183)"
6000984163,50,NA,"c(-46.6619913, -23.5801458)"
6000984164,50,NA,"c(-46.6625556, -23.578187)"
6000984165,50,NA,"c(-46.6626728, -23.5782686)"
6000984167,50,NA,"c(-46.6679598, -23.5746736)"
6000984168,50,NA,"c(-46.6684532, -23.5748805)"
6017776055,50,NA,"c(-46.6338711, -23.6266446)"
6017776057,50,NA,"c(-46.6410045, -23.6293112)"
6017776064,40,NA,"c(-46.6783146, -23.5838028)"
6018574854,60,50,"c(-46.696697, -23.5748305)"
6019936495,40,NA,"c(-46.6424976, -23.4603578)"
6019936497,40,NA,"c(-46.6431857, -23.4602999)"
6024981524,50,NA,"c(-46.5246776, -23.500037)"
6025576223,40,NA,"c(-46.5238804, -23.6311404)"
6044950785,70,NA,"c(-46.6315781, -23.6466251)"
6044950786,70,NA,"c(-46.6321405, -23.6473569)"
6046836274,110,90,"c(-46.6329048, -23.6644519)"
6051800666,40,NA,"c(-46.5238965, -23.6311055)"
6054964080,40,NA,"c(-46.6426535, -23.6495368)"
6060952787,50,NA,"c(-46.4462982, -23.4590171)"
6060952791,50,NA,"c(-46.4386267, -23.459318)"
6060952798,110,90,"c(-46.4213803, -23.4681425)"
6068302881,40,NA,"c(-46.6168568, -23.5800308)"
6068302882,40,NA,"c(-46.6168188, -23.5799897)"
6069092143,40,NA,"c(-46.5412253, -23.597339)"
6072063688,60,NA,"c(-46.7886579, -23.5064604)"
6077711552,40,NA,"c(-46.5237861, -23.7775152)"
6077724908,40,NA,"c(-46.5237749, -23.7775862)"
6082927768,40,NA,"c(-46.6621289, -23.4793426)"
6088470325,50,NA,"c(-46.5177805, -23.7039461)"
6091177318,50,NA,"c(-46.6540361, -23.5590876)"
6091177321,50,NA,"c(-46.6591049, -23.5672364)"
6091181457,50,NA,"c(-46.6611981, -23.5692068)"
6091197984,50,NA,"c(-46.6729989, -23.5951376)"
6106617108,40,NA,"c(-46.6135355, -23.5840823)"
6111943985,50,NA,"c(-46.6885984, -23.6282224)"
6111952099,50,NA,"c(-46.6511099, -23.5979822)"
6125846442,40,NA,"c(-46.7336973, -23.5280087)"
6125846450,50,NA,"c(-46.7253108, -23.5434695)"
6125846454,50,NA,"c(-46.7266761, -23.5429273)"
6130372775,40,NA,"c(-46.6594278, -23.6055232)"
6135794535,50,NA,"c(-46.6734021, -23.553111)"
6137926342,40,NA,"c(-46.65085, -23.4619438)"
6138118158,50,NA,"c(-46.5466516, -23.509423)"
6138118168,50,NA,"c(-46.5496285, -23.5092587)"
6150618679,90,NA,"c(-46.4311845, -23.4373301)"
6150618680,110,90,"c(-46.4312522, -23.4372338)"
6152675831,NA,NA,"c(-46.5528452, -23.7127818)"
6152688944,60,NA,"c(-46.5486051, -23.7278712)"
6153207468,60,NA,"c(-46.655049, -23.610185)"
6153207479,50,NA,"c(-46.654247, -23.6091012)"
6153207481,60,NA,"c(-46.6513181, -23.6034139)"
6198243943,50,NA,"c(-46.5464325, -23.4666017)"
6198243947,50,NA,"c(-46.5467219, -23.4660928)"
6204168774,60,NA,"c(-46.7694811, -23.540163)"
6204168775,60,NA,"c(-46.7692918, -23.5400592)"
6204168776,60,NA,"c(-46.7658933, -23.5424509)"
6204168777,60,NA,"c(-46.765686, -23.5424898)"
6204169096,60,NA,"c(-46.7610499, -23.5478777)"
6204169109,50,NA,"c(-46.7416654, -23.552587)"
6204169113,50,NA,"c(-46.7410518, -23.5517974)"
6205317430,50,NA,"c(-46.7119645, -23.5616182)"
6205317437,50,NA,"c(-46.7098484, -23.5664371)"
6205317438,50,NA,"c(-46.7097914, -23.5666936)"
6208507898,50,NA,"c(-46.4747859, -23.5184698)"
6208507928,50,NA,"c(-46.4799222, -23.5175394)"
6221835698,40,NA,"c(-46.4794783, -23.4879627)"
6222696364,40,NA,"c(-46.646143, -23.4829984)"
6222696365,40,NA,"c(-46.6459058, -23.4830775)"
6222696377,40,NA,"c(-46.6498285, -23.4800373)"
6222696378,50,NA,"c(-46.6668284, -23.5029989)"
6222770182,60,NA,"c(-46.8119106, -23.5245842)"
6227077508,50,NA,"c(-46.717285, -23.4895848)"
6231051785,50,NA,"c(-46.518624, -23.4710207)"
6231051788,50,NA,"c(-46.518593, -23.4711933)"
6232830456,60,NA,"c(-46.520248, -23.4695143)"
6232830457,60,NA,"c(-46.5206501, -23.4693059)"
6240310635,40,NA,"c(-46.5796123, -23.7344739)"
6270181666,40,NA,"c(-46.7659162, -23.6032754)"
6270181667,40,NA,"c(-46.7658552, -23.603266)"
6277078560,50,NA,"c(-46.5475719, -23.7291512)"
6277078562,60,NA,"c(-46.5476926, -23.7291509)"
6355846716,40,NA,"c(-46.5463279, -23.6889988)"
6362979231,40,NA,"c(-46.6342797, -23.5549658)"
6373247738,40,NA,"c(-46.5679755, -23.6936392)"
6373247739,40,NA,"c(-46.5680086, -23.6934836)"
6373269951,40,NA,"c(-46.5733714, -23.7174273)"
6398982531,80,NA,"c(-46.4229192, -24.0031493)"
6501241747,50,NA,"c(-46.5679865, -23.6684428)"
6504828185,50,NA,"c(-46.6812242, -23.5907355)"
6504828188,50,NA,"c(-46.6806041, -23.5903834)"
6504828189,50,NA,"c(-46.6812476, -23.5903793)"
6504828191,40,NA,"c(-46.6734148, -23.584257)"
6534924921,50,NA,"c(-46.6982139, -23.5704651)"
6535889261,50,NA,"c(-46.6952794, -23.5675979)"
6561735251,80,NA,"c(-46.5008673, -23.8840379)"
6579318893,50,NA,"c(-46.5678231, -23.6684878)"
6581936308,60,NA,"c(-46.7895805, -23.5314909)"
6581936311,60,NA,"c(-46.7880977, -23.5369669)"
6668847999,30,NA,"c(-46.5819099, -23.6451092)"
6668848000,30,NA,"c(-46.5817316, -23.6452174)"
6688373452,40,NA,"c(-46.5111733, -23.46015)"
6740090083,50,NA,"c(-46.7326277, -23.5083302)"
6744075978,40,NA,"c(-46.5112587, -23.4601321)"
6746807480,40,NA,"c(-46.6752133, -23.5507518)"
6755956235,40,NA,"c(-46.5402197, -23.5222723)"
6777873361,30,NA,"c(-46.715478, -23.6563367)"
6781668570,60,NA,"c(-46.5162049, -23.6520401)"
6797097737,60,50,"c(-46.5956426, -23.5266483)"
6852784317,60,NA,"c(-46.5486794, -23.6527072)"
6881496898,40,NA,"c(-46.5499388, -23.7061024)"
6881496899,40,NA,"c(-46.5493866, -23.7062364)"
7012344426,50,NA,"c(-46.4064532, -23.427949)"
7017272756,40,NA,"c(-46.6400101, -23.5424834)"
7022891500,40,NA,"c(-46.555655, -23.723673)"
7026752774,80,NA,"c(-46.4743119, -23.8990854)"
7061568638,50,NA,"c(-46.5616432, -23.5822615)"
7061568639,50,NA,"c(-46.5618977, -23.5820638)"
7089907806,50,NA,"c(-46.5920858, -23.5873219)"
7089917268,40,NA,"c(-46.407637, -23.4244662)"
7095363101,70,NA,"c(-46.4724778, -23.6907195)"
7151968664,100,NA,"c(-46.8108237, -23.4922418)"
7155154396,40,NA,"c(-46.7019038, -23.5239341)"
7229127559,100,NA,"c(-46.7690529, -23.4393127)"
7229127560,100,NA,"c(-46.5228304, -23.9166392)"
7279786301,40,NA,"c(-46.5100281, -23.457506)"
7279786304,40,NA,"c(-46.509812, -23.4571994)"
7283194937,50,NA,"c(-46.7215846, -23.4491473)"
7283194938,50,NA,"c(-46.7215088, -23.4491208)"
7283194959,50,NA,"c(-46.7213616, -23.4394758)"
7283194960,50,NA,"c(-46.7212812, -23.4394624)"
7283570104,50,NA,"c(-46.723149, -23.4846141)"
7283570105,50,NA,"c(-46.7230373, -23.4847227)"
7284655923,40,NA,"c(-46.5804957, -23.5081865)"
7285717254,60,NA,"c(-46.4936624, -23.4498895)"
7285717255,60,NA,"c(-46.4933346, -23.4513336)"
7285717256,60,NA,"c(-46.4948761, -23.4358207)"
7285717257,60,NA,"c(-46.4956719, -23.4360458)"
7299405202,50,NA,"c(-46.4942863, -23.5141146)"
7301746574,50,NA,"c(-46.6421329, -23.676056)"
7309700527,40,NA,"c(-46.6426352, -23.6495829)"
7618593473,50,NA,"c(-46.6907701, -23.7442277)"
7667215388,50,NA,"c(-46.4672942, -23.5402891)"
7667215389,50,NA,"c(-46.4674937, -23.5402986)"
7667215409,50,NA,"c(-46.4561985, -23.5380415)"
7667215412,50,NA,"c(-46.4479813, -23.5303707)"
7667215413,50,NA,"c(-46.4480821, -23.5303095)"
7667215416,50,NA,"c(-46.4355434, -23.52524)"
7667215417,50,NA,"c(-46.4353835, -23.5249134)"
7667215418,40,NA,"c(-46.4186069, -23.5421325)"
7667248172,50,NA,"c(-46.4584725, -23.5022482)"
7667248173,50,NA,"c(-46.4585997, -23.502463)"
7667248174,50,NA,"c(-46.4528347, -23.4863627)"
7667248175,50,NA,"c(-46.4530205, -23.4865977)"
7708851440,50,NA,"c(-46.5604603, -23.7190674)"
7721864516,50,NA,"c(-46.5518289, -23.7171096)"
7735117483,40,NA,"c(-46.7525744, -23.5004594)"
7735117484,40,NA,"c(-46.5924957, -23.5370333)"
7735132585,40,NA,"c(-46.5933695, -23.537118)"
7778065336,50,NA,"c(-46.6808239, -23.5496981)"
7790801414,50,NA,"c(-46.571043, -23.750731)"
7807286516,40,NA,"c(-46.6055016, -23.6152968)"
7807718596,60,NA,"c(-46.5793196, -23.6068965)"
7858591048,50,NA,"c(-46.6461682, -23.4871952)"
7859505177,40,NA,"c(-46.684119, -23.4613124)"
7859539935,40,NA,"c(-46.6002079, -23.4569965)"
7859539936,40,NA,"c(-46.6005528, -23.4569619)"
7859595188,40,NA,"c(-46.6322926, -23.4803157)"
7859595199,40,NA,"c(-46.6321083, -23.4805667)"
7865556282,50,NA,"c(-46.5571926, -23.4303764)"
7865588187,50,NA,"c(-46.5569662, -23.4302232)"
7899921145,50,NA,"c(-46.7102475, -23.6458209)"
7899921159,50,NA,"c(-46.7104447, -23.6458676)"
7902683471,50,NA,"c(-46.5374163, -23.4582194)"
7902683488,50,NA,"c(-46.5484725, -23.4489796)"
7928384768,50,NA,"c(-46.6811751, -23.5804212)"
7928384772,50,NA,"c(-46.6934309, -23.5867379)"
7928384773,50,NA,"c(-46.693497, -23.5866059)"
7928398402,50,NA,"c(-46.7136715, -23.5964015)"
7928398403,50,NA,"c(-46.7157868, -23.5952234)"
7928398423,50,NA,"c(-46.7241925, -23.5867384)"
7928398426,50,NA,"c(-46.7144543, -23.5830987)"
7928398427,50,NA,"c(-46.7137103, -23.5826358)"
7931940544,60,NA,"c(-46.7423697, -23.5400559)"
7931940545,90,NA,"c(-46.7425615, -23.5396034)"
7931940546,50,NA,"c(-46.7344862, -23.5894154)"
